,price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,cash_rate,property_inflation_index,km_from_cbd,population_(rounded)*,median_house_price_(2020),median_house_price_(2021),%_change,median_house_rent_(per_week),median_apartment_price_(2020),median_apartment_rent_(per_week),public_housing_%,avg._years_held,time_to_cbd_(public_transport)_[town_hall_st],time_to_cbd_(driving)_[town_hall_st]
6148,3350000,2021-03-22,Rosebery,2,3,1,651,House,10117,42172,0.1,197.9,5.94,10500.0,1650000.0,1850000.0,12.12,825.0,860000.0,665.0,3.0,14.1,30.0,20.0
6149,2900000,2021-03-22,Turramurra,3,5,2,880,House,11919,49920,0.1,197.9,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
6150,2450000,2021-03-22,Pearl Beach,3,5,2,677,House,536,35568,0.1,197.9,36.91,,,,,,,,,,,
6151,1850000,2021-03-22,St Huberts Island,5,5,3,807,House,1058,34632,0.1,197.9,42.95,,,,,,,,,,,
6152,1795000,2021-03-22,Campsie,2,6,1,780,House,24541,25272,0.1,197.9,11.28,25000.0,1100000.0,1400000.0,27.27,590.0,570000.0,435.0,3.0,14.0,25.0,25.0
6153,1700000,2021-03-22,Melrose Park,0,0,0,716,House,1574,41028,0.1,197.9,13.84,1750.0,1500000.0,1750000.0,16.67,680.0,725000.0,500.0,3.0,12.0,50.0,30.0
6154,1690000,2021-03-22,Ultimo,2,4,0,101,House,8845,20072,0.1,197.9,1.9,9250.0,1350000.0,1700000.0,25.93,750.0,665000.0,605.0,5.0,13.0,15.0,8.0
6155,1300100,2021-03-22,Edgecliff,1,1,0,57,House,2580,70980,0.1,197.9,2.92,2750.0,2000000.0,2400000.0,20.0,910.0,1125000.0,600.0,0.0,14.1,8.0,10.0
6156,1051000,2021-03-22,Warrimoo,2,4,3,1533,House,2450,43524,0.1,197.9,57.07,,,,,,,,,,,
6157,5130000,2021-03-23,Balgowlah Heights,3,5,2,790,House,3342,59228,0.1,197.9,8.19,,,,,,,,,,,
6158,2825000,2021-03-23,Naremburn,2,4,1,259,House,5884,67184,0.1,197.9,5.36,6000.0,2100000.0,2600000.0,23.81,1000.0,1150000.0,630.0,3.0,12.3,25.0,10.0
6159,2700000,2021-03-23,Hurstville Grove,3,6,3,1987,House,2663,37180,0.1,197.9,16.45,,,,,,,,,,,
6160,2250000,2021-03-23,Summer Hill,2,3,2,376,House,7311,51636,0.1,197.9,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
6161,1820000,2021-03-23,North Narrabeen,2,4,2,658,House,5852,43836,0.1,197.9,19.68,,,,,,,,,,,
6162,1775000,2021-03-23,Enmore,1,3,0,183,House,3880,53872,0.1,197.9,5.37,4000.0,1400000.0,1750000.0,25.0,845.0,650000.0,440.0,1.0,11.1,30.0,20.0
6163,1675000,2021-03-23,Penrith,2,5,6,1176,House,13295,32240,0.1,197.9,49.99,13500.0,630000.0,750000.0,19.05,410.0,450000.0,380.0,11.0,10.6,60.0,50.0
6164,1220000,2021-03-23,Voyager Point,2,3,4,544,House,1668,51376,0.1,197.9,24.14,,,,,,,,,,,
6165,1155000,2021-03-23,Bonnet Bay,2,5,3,569,House,2262,49868,0.1,197.9,21.63,2500.0,1200000.0,1500000.0,25.0,800.0,725000.0,500.0,0.0,13.0,50.0,45.0
6166,1050000,2021-03-23,Hinchinbrook,2,4,2,905,House,11222,30732,0.1,197.9,32.72,11500.0,720000.0,840000.0,16.67,490.0,725000.0,400.0,2.0,13.9,95.0,45.0
6167,1046100,2021-03-23,Camden South,2,4,2,974,House,4539,39832,0.1,197.9,52.86,,,,,,,,,,,
6168,6500000,2021-03-24,Castlecrag,3,4,3,917,House,2939,65624,0.1,197.9,7.26,,,,,,,,,,,
6169,2575000,2021-03-24,Kirkham,3,7,6,4001,House,699,48256,0.1,197.9,49.9,,,,,,,,,,,
6170,1680000,2021-03-24,Turrella,2,4,2,670,House,2511,32292,0.1,197.9,9.65,2500.0,990000.0,1450000.0,46.46,620.0,680000.0,560.0,3.0,13.0,30.0,30.0
6171,1390000,2021-03-24,Mount Kuring-Gai,2,3,3,1132,House,1708,39416,0.1,197.9,25.47,,,,,,,,,,,
6172,1045000,2021-03-24,Jordan Springs,2,5,2,470,House,5156,50076,0.1,197.9,46.85,,,,,,,,,,,
6173,9950000,2021-03-25,Henley,4,5,5,1469,House,469,57928,0.1,197.9,7.12,,,,,,,,,,,
6174,6550000,2021-03-25,Bronte,3,5,4,518,House,6733,65572,0.1,197.9,6.59,7000.0,3500000.0,4700000.0,34.29,1450.0,1200000.0,700.0,1.0,10.4,25.0,20.0
6175,3600000,2021-03-25,North Manly,1,3,3,530,House,3090,45552,0.1,197.9,11.56,,,,,,,,,,,
6176,3050000,2021-03-25,Casula,2,6,0,1663,House,15662,30368,0.1,197.9,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
6177,2500000,2021-03-25,North Balgowlah,2,3,2,474,House,3667,51064,0.1,197.9,9.49,,,,,,,,,,,
6178,2000000,2021-03-25,Avalon Beach,2,3,4,790,House,9905,43628,0.1,197.9,28.35,10000.0,1900000.0,2250000.0,18.42,850.0,790000.0,550.0,0.0,8.6,95.0,55.0
6179,1800000,2021-03-25,Lewisham,1,3,1,271,House,3164,48204,0.1,197.9,6.74,3250.0,1400000.0,1700000.0,21.43,760.0,775000.0,510.0,1.0,12.6,20.0,20.0
6180,1356000,2021-03-25,Tumbi Umbi,2,5,2,688,House,5108,32344,0.1,197.9,57.68,,,,,,,,,,,
6181,1300000,2021-03-25,Wyongah,2,4,2,911,House,2020,32448,0.1,197.9,70.78,,,,,,,,,,,
6182,1155000,2021-03-25,Manly,1,2,0,54,Apartment,15866,66560,0.1,197.9,10.17,16500.0,2900000.0,3200000.0,10.34,1450.0,1350000.0,750.0,3.0,13.2,45.0,50.0
6183,1050000,2021-03-25,Narellan Vale,3,5,2,1044,House,7193,40352,0.1,197.9,47.8,,,,,,,,,,,
6184,1030000,2021-03-25,Lurnea,1,3,2,803,House,9311,22724,0.1,197.9,29.97,9500.0,640000.0,800000.0,25.0,440.0,495000.0,395.0,16.0,10.1,80.0,40.0
6185,1000000,2021-03-25,West Gosford,2,3,2,614,House,1335,31668,0.1,197.9,50.4,,,,,,,,,,,
6186,900000,2021-03-25,Umina Beach,2,3,2,600,House,16733,29380,0.1,197.9,39.51,,,,,,,,,,,
6187,572000,2021-03-25,Carlingford,1,2,1,97,Apartment,24394,33696,0.1,197.9,18.2,25000.0,1300000.0,1600000.0,23.08,610.0,700000.0,500.0,2.0,16.6,55.0,30.0
6188,520000,2021-03-25,Auburn,2,3,1,129,Apartment,37366,22568,0.1,197.9,16.83,37500.0,825000.0,950000.0,15.15,500.0,575000.0,440.0,4.0,13.9,30.0,25.0
6189,4125000,2021-03-26,Crows Nest,3,4,3,405,House,4798,70304,0.1,197.9,4.43,5000.0,2000000.0,2400000.0,20.0,975.0,915000.0,560.0,1.0,12.5,30.0,15.0
6190,3950000,2021-03-26,North Sydney,2,4,2,484,House,7705,68744,0.1,197.9,3.16,8000.0,2150000.0,2700000.0,25.58,950.0,880000.0,640.0,1.0,16.4,12.0,15.0
6191,3750000,2021-03-26,Balgowlah Heights,2,3,3,677,House,3342,59228,0.1,197.9,8.19,,,,,,,,,,,
6192,3355000,2021-03-26,Riverview,3,4,2,702,House,3354,51740,0.1,197.9,6.44,3500.0,2350000.0,2800000.0,19.15,1100.0,725000.0,500.0,0.0,13.4,50.0,20.0
6193,2500000,2021-03-26,Pretty Beach,3,4,2,1391,House,352,34320,0.1,197.9,39.61,,,,,,,,,,,
6194,2210000,2021-03-26,Marrickville,3,4,2,468,House,26592,41236,0.1,197.9,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
6195,2050000,2021-03-26,Darlington,1,3,2,152,House,3097,25272,0.1,197.9,3.24,3250.0,1450000.0,1700000.0,17.24,850.0,725000.0,615.0,5.0,9.7,12.0,10.0
6196,2020000,2021-03-26,Manly,2,2,1,141,Apartment,15866,66560,0.1,197.9,10.17,16500.0,2900000.0,3200000.0,10.34,1450.0,1350000.0,750.0,3.0,13.2,45.0,50.0
6197,1825000,2021-03-26,Beacon Hill,2,4,3,556,House,7457,41288,0.1,197.9,13.32,,,,,,,,,,,
6198,1780000,2021-03-26,The Entrance North,3,5,5,575,House,1474,31148,0.1,197.9,65.14,,,,,,,,,,,
6199,1668000,2021-03-26,Eastgardens,2,5,2,379,House,860,36088,0.1,197.9,8.99,,,,,,,,,,,
6200,1412000,2021-03-26,Carlingford,2,4,2,695,House,24394,33696,0.1,197.9,18.2,25000.0,1300000.0,1600000.0,23.08,610.0,700000.0,500.0,2.0,16.6,55.0,30.0
6201,1340000,2021-03-26,Kirribilli,1,1,1,62,Apartment,3820,74048,0.1,197.9,2.04,4000.0,2800000.0,3400000.0,21.43,1300.0,1400000.0,650.0,13.0,13.0,20.0,15.0
6202,1200000,2021-03-26,Bardia,4,6,2,526,House,1602,47788,0.1,197.9,34.46,,,,,,,,,,,
6203,1100000,2021-03-26,Bardia,4,6,2,566,House,1602,47788,0.1,197.9,34.46,,,,,,,,,,,
6204,1050000,2021-03-26,Richmond,2,4,3,701,House,5482,32812,0.1,197.9,50.79,5500.0,625000.0,750000.0,20.0,425.0,445000.0,365.0,5.0,10.4,90.0,55.0
6205,1050000,2021-03-26,Auburn,2,4,5,474,House,37366,22568,0.1,197.9,16.83,37500.0,825000.0,950000.0,15.15,500.0,575000.0,440.0,4.0,13.9,30.0,25.0
6206,6000000,2021-03-27,Dolans Bay,3,4,3,1369,House,598,46800,0.1,197.9,23.32,,,,,,,,,,,
6207,4900000,2021-03-27,South Coogee,3,4,1,405,House,5502,39260,0.1,197.9,8.48,,,,,,,,,,,
6208,4050000,2021-03-27,Collaroy,3,5,3,879,House,7870,49660,0.1,197.9,16.78,8000.0,2400000.0,3000000.0,25.0,1100.0,880000.0,575.0,0.0,16.6,60.0,40.0
6209,3755000,2021-03-27,South Coogee,3,4,2,468,House,5502,39260,0.1,197.9,8.48,,,,,,,,,,,
6210,3550000,2021-03-27,South Coogee,2,5,3,512,House,5502,39260,0.1,197.9,8.48,,,,,,,,,,,
6211,3000000,2021-03-27,Cammeray,2,3,2,323,House,7006,72020,0.1,197.9,4.73,7000.0,2200000.0,2500000.0,13.64,1100.0,950000.0,610.0,1.0,14.0,30.0,10.0
6212,2838000,2021-03-27,Ashbury,4,8,4,1066,House,3329,38636,0.1,197.9,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
6213,2815000,2021-03-27,Malabar,1,3,1,330,House,5420,36088,0.1,197.9,11.71,5500.0,2000000.0,2350000.0,17.5,1125.0,725000.0,565.0,26.0,15.0,45.0,25.0
6214,2650000,2021-03-27,Little Bay,2,3,2,932,House,4477,48360,0.1,197.9,13.55,4500.0,1750000.0,2200000.0,25.71,1050.0,950000.0,650.0,9.0,11.6,50.0,25.0
6215,2470000,2021-03-27,Rosebery,3,5,6,395,House,10117,42172,0.1,197.9,5.94,10500.0,1650000.0,1850000.0,12.12,825.0,860000.0,665.0,3.0,14.1,30.0,20.0
6216,2466000,2021-03-27,North Strathfield,1,3,2,632,House,4767,42952,0.1,197.9,11.24,,,,,,,,,,,
6217,2416000,2021-03-27,Cremorne Point,1,3,0,133,Apartment,2409,76024,0.1,197.9,3.01,,,,,,,,,,,
6218,2350000,2021-03-27,Petersham,2,4,0,408,House,8116,52884,0.1,197.9,5.99,8500.0,1500000.0,1800000.0,20.0,760.0,750000.0,460.0,3.0,14.8,15.0,15.0
6219,2300000,2021-03-27,Church Point,2,3,3,1391,House,997,54132,0.1,197.9,24.6,,,,,,,,,,,
6220,2280000,2021-03-27,Marrickville,2,4,1,366,House,26592,41236,0.1,197.9,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
6221,2205000,2021-03-27,Copacabana,2,3,2,487,House,2735,39312,0.1,197.9,46.9,,,,,,,,,,,
6222,2200000,2021-03-27,Denistone East,3,5,1,345,House,2250,39052,0.1,197.9,12.93,,,,,,,,,,,
6223,2192000,2021-03-27,Cheltenham,2,5,2,770,House,2243,48152,0.1,197.9,17.09,2500.0,1550000.0,2000000.0,29.03,760.0,725000.0,500.0,0.0,14.5,45.0,25.0
6224,2181000,2021-03-27,Lidcombe,4,5,2,765,House,19627,27248,0.1,197.9,14.99,20000.0,1000000.0,1250000.0,25.0,555.0,675000.0,510.0,3.0,13.4,25.0,30.0
6225,2150000,2021-03-27,Denistone East,1,3,2,961,House,2250,39052,0.1,197.9,12.93,,,,,,,,,,,
6226,2133500,2021-03-27,Guildford,2,7,6,1672,House,22331,23140,0.1,197.9,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
6227,2125000,2021-03-27,Monterey,2,3,2,468,House,4532,37232,0.1,197.9,13.19,4750.0,1450000.0,1850000.0,27.59,690.0,700000.0,460.0,1.0,13.9,40.0,25.0
6228,2120000,2021-03-27,Ashfield,2,4,1,464,House,23841,35412,0.1,197.9,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
6229,2095000,2021-03-27,Kyle Bay,1,3,1,645,House,1035,47528,0.1,197.9,17.07,1100.0,1900000.0,2300000.0,21.05,637.5,725000.0,500.0,0.0,13.0,50.0,30.0
6230,2060000,2021-03-27,Denistone West,4,4,2,734,House,933,41340,0.1,197.9,14.23,,,,,,,,,,,
6231,2051000,2021-03-27,Hurstville Grove,1,3,1,690,House,2663,37180,0.1,197.9,16.45,,,,,,,,,,,
6232,2020000,2021-03-27,Illawong,3,4,2,815,House,7271,44096,0.1,197.9,21.6,7250.0,1200000.0,1500000.0,25.0,775.0,745000.0,510.0,0.0,16.0,60.0,40.0
6233,2000000,2021-03-27,Guildford,2,8,4,1410,House,22331,23140,0.1,197.9,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
6234,1910000,2021-03-27,Oatlands,2,3,2,720,House,5660,36660,0.1,197.9,18.77,5750.0,1450000.0,1800000.0,24.14,640.0,790000.0,550.0,6.0,15.6,55.0,30.0
6235,1830000,2021-03-27,Enmore,1,2,1,219,House,3880,53872,0.1,197.9,5.37,4000.0,1400000.0,1750000.0,25.0,845.0,650000.0,440.0,1.0,11.1,30.0,20.0
6236,1800000,2021-03-27,Belrose,1,3,2,708,House,8780,39728,0.1,197.9,15.92,9000.0,1550000.0,1800000.0,16.13,975.0,570000.0,470.0,0.0,14.6,50.0,30.0
6237,1780000,2021-03-27,Ashbury,1,3,6,568,House,3329,38636,0.1,197.9,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
6238,1750000,2021-03-27,Ashbury,1,4,4,619,House,3329,38636,0.1,197.9,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
6239,1700000,2021-03-27,Sydenham,2,3,1,280,House,1145,38844,0.1,197.9,6.9,1250.0,1300000.0,1600000.0,23.08,740.0,670000.0,470.0,0.0,14.8,15.0,20.0
6240,1600000,2021-03-27,Elizabeth Hills,2,4,2,621,House,2535,39468,0.1,197.9,33.68,,,,,,,,,,,
6241,1580000,2021-03-27,Kingswood,1,3,5,1556,House,9301,33228,0.1,197.9,46.09,9500.0,620000.0,740000.0,19.35,390.0,420000.0,360.0,11.0,11.0,60.0,50.0
6242,1560000,2021-03-27,Campsie,1,3,2,512,House,24541,25272,0.1,197.9,11.28,25000.0,1100000.0,1400000.0,27.27,590.0,570000.0,435.0,3.0,14.0,25.0,25.0
6243,1505000,2021-03-27,Bardwell Valley,1,3,2,518,House,2323,33540,0.1,197.9,10.89,2500.0,1200000.0,1400000.0,16.67,620.0,725000.0,590.0,2.0,17.8,40.0,25.0
6244,1450000,2021-03-27,Kyeemagh,1,3,2,442,House,919,34528,0.1,197.9,10.35,1000.0,1400000.0,1650000.0,17.86,637.5,725000.0,410.0,1.0,16.6,45.0,25.0
6245,1435000,2021-03-27,Birrong,1,3,1,860,House,3103,24596,0.1,197.9,17.73,3250.0,790000.0,1000000.0,26.58,500.0,725000.0,500.0,6.0,18.1,40.0,35.0
6246,1380000,2021-03-27,Point Frederick,2,4,1,506,House,1927,36868,0.1,197.9,48.56,,,,,,,,,,,
6247,1230000,2021-03-27,Mount Druitt,2,3,6,1012,House,16726,26000,0.1,197.9,38.24,17000.0,655000.0,775000.0,18.32,395.0,395000.0,340.0,2.0,12.8,50.0,45.0
6248,1223000,2021-03-27,Wiley Park,2,7,1,474,House,10126,23036,0.1,197.9,14.66,10250.0,775000.0,930000.0,20.0,510.0,385000.0,355.0,3.0,15.4,35.0,30.0
6249,1205000,2021-03-27,Lewisham,1,3,1,75,House,3164,48204,0.1,197.9,6.74,3250.0,1400000.0,1700000.0,21.43,760.0,775000.0,510.0,1.0,12.6,20.0,20.0
6250,1170000,2021-03-27,Fairfield East,1,4,1,796,House,5273,21008,0.1,197.9,21.93,,,,,,,,,,,
6251,1170000,2021-03-27,Banksia,1,3,1,316,House,3388,33904,0.1,197.9,10.82,3500.0,1050000.0,1250000.0,19.05,650.0,620000.0,450.0,0.0,14.6,20.0,25.0
6252,1165000,2021-03-27,Niagara Park,3,5,2,708,House,2743,33384,0.1,197.9,55.43,,,,,,,,,,,
6253,1160000,2021-03-27,Fairfield Heights,1,3,2,1220,House,7517,20696,0.1,197.9,24.84,,,,,,,,,,,
6254,1140000,2021-03-27,Guildford West,3,5,4,557,House,4916,27924,0.1,197.9,22.83,,,,,,,,,,,
6255,1000000,2021-03-27,Minto,1,3,1,1631,House,12551,29276,0.1,197.9,38.06,12750.0,610000.0,720000.0,18.03,415.0,420000.0,340.0,14.0,10.4,60.0,50.0
6256,938000,2021-03-27,Auburn,1,3,1,521,House,37366,22568,0.1,197.9,16.83,37500.0,825000.0,950000.0,15.15,500.0,575000.0,440.0,4.0,13.9,30.0,25.0
6257,886000,2021-03-27,Guildford,2,4,1,478,House,22331,23140,0.1,197.9,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
6258,718000,2021-03-27,Auburn,2,3,2,208,House,37366,22568,0.1,197.9,16.83,37500.0,825000.0,950000.0,15.15,500.0,575000.0,440.0,4.0,13.9,30.0,25.0
6259,3180000,2021-03-28,Pretty Beach,2,3,2,778,House,352,34320,0.1,197.9,39.61,,,,,,,,,,,
6260,2950000,2021-03-28,Lindfield,2,3,2,698,House,9791,51064,0.1,197.9,10.35,10000.0,2850000.0,3150000.0,10.53,1000.0,1000000.0,620.0,0.0,13.2,35.0,25.0
6261,2600000,2021-03-28,Cremorne,1,2,3,365,House,11227,68952,0.1,197.9,4.45,11500.0,2550000.0,3200000.0,25.49,1160.0,1100000.0,625.0,1.0,12.9,25.0,15.0
6262,2460000,2021-03-28,Forresters Beach,2,4,2,715,House,2900,35932,0.1,197.9,56.07,,,,,,,,,,,
6263,1590000,2021-03-28,Daleys Point,4,4,4,778,House,681,26936,0.1,197.9,42.27,,,,,,,,,,,
6264,1470000,2021-03-28,Carlingford,2,6,2,822,House,24394,33696,0.1,197.9,18.2,25000.0,1300000.0,1600000.0,23.08,610.0,700000.0,500.0,2.0,16.6,55.0,30.0
6265,3285000,2021-03-29,East Hills,7,7,7,2324,House,3206,34268,0.1,197.9,23.11,3250.0,900000.0,1050000.0,16.67,540.0,630000.0,470.0,12.0,7.9,40.0,35.0
6266,3000000,2021-03-29,Sylvania Waters,4,7,3,651,House,3169,39572,0.1,197.9,19.27,,,,,,,,,,,
6267,2505000,2021-03-29,Summer Hill,3,4,2,214,House,7311,51636,0.1,197.9,7.42,7750.0,1700000.0,2100000.0,23.53,770.0,770000.0,475.0,1.0,15.2,30.0,20.0
6268,2407000,2021-03-29,North Rocks,2,4,2,797,House,7965,40092,0.1,197.9,20.61,8000.0,1250000.0,1500000.0,20.0,590.0,605000.0,495.0,0.0,17.1,60.0,35.0
6269,2200000,2021-03-29,Ashbury,3,3,3,571,House,3329,38636,0.1,197.9,9.41,3500.0,1450000.0,1750000.0,20.69,750.0,725000.0,500.0,0.0,17.8,40.0,20.0
6270,2200000,2021-03-29,Botany,4,4,2,188,House,10817,46800,0.1,197.9,9.37,11000.0,1500000.0,1700000.0,13.33,780.0,790000.0,600.0,6.0,10.6,35.0,20.0
6271,2111000,2021-03-29,The Ponds,4,7,2,780,House,11731,53716,0.1,197.9,33.2,,,,,,,,,,,
6272,2070000,2021-03-29,Erskineville,2,3,0,203,House,8014,71812,0.1,197.9,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
6273,1900000,2021-03-29,St Huberts Island,3,5,2,824,House,1058,34632,0.1,197.9,42.95,,,,,,,,,,,
6274,1850000,2021-03-29,South Hurstville,3,5,1,337,House,5147,30784,0.1,197.9,15.75,,,,,,,,,,,
6275,1800000,2021-03-29,Warwick Farm,2,6,3,1100,House,5884,24752,0.1,197.9,25.96,6000.0,680000.0,810000.0,19.12,400.0,370000.0,350.0,26.0,13.0,60.0,45.0
6276,1237500,2021-03-29,Campbelltown,4,7,2,656,House,12566,30628,0.1,197.9,43.19,13000.0,560000.0,650000.0,16.07,400.0,430000.0,380.0,8.0,11.3,65.0,50.0
6277,1175000,2021-03-29,Penrith,2,3,5,809,Other,13295,32240,0.1,197.9,49.99,13500.0,630000.0,750000.0,19.05,410.0,450000.0,380.0,11.0,10.6,60.0,50.0
6278,1085000,2021-03-29,South Penrith,3,4,2,654,House,11790,37024,0.1,197.9,48.41,,,,,,,,,,,
6279,1077000,2021-03-29,Bonnyrigg Heights,4,6,2,702,House,7303,26416,0.1,197.9,31.57,,,,,,,,,,,
6280,675100,2021-03-29,Lane Cove,1,1,1,97,Apartment,10817,58084,0.1,197.9,6.67,11000.0,2250000.0,2600000.0,15.56,880.0,810000.0,550.0,1.0,14.0,30.0,20.0
6281,2025000,2021-03-30,Harrington Park,2,5,2,916,House,10663,44668,0.1,197.9,47.35,10750.0,920000.0,1100000.0,19.57,550.0,725000.0,500.0,0.0,7.8,120.0,60.0
6282,1945000,2021-03-30,Beacon Hill,1,3,1,556,House,7457,41288,0.1,197.9,13.32,,,,,,,,,,,
6283,1671000,2021-03-30,Miranda,2,4,2,697,House,15284,38272,0.1,197.9,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
6284,1540000,2021-03-30,Marrickville,1,3,1,171,House,26592,41236,0.1,197.9,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
6285,1400000,2021-03-30,Crows Nest,1,2,2,143,Apartment,4798,70304,0.1,197.9,4.43,5000.0,2000000.0,2400000.0,20.0,975.0,915000.0,560.0,1.0,12.5,30.0,15.0
6286,1360000,2021-03-30,Niagara Park,4,5,4,1350,House,2743,33384,0.1,197.9,55.43,,,,,,,,,,,
6287,1255000,2021-03-30,Tumbi Umbi,3,5,3,859,House,5108,32344,0.1,197.9,57.68,,,,,,,,,,,
6288,1235000,2021-03-30,Bungarribee,2,4,2,691,House,2638,50440,0.1,197.9,33.4,,,,,,,,,,,
6289,1180000,2021-03-30,Greenacre,2,6,2,613,House,24373,22672,0.1,197.9,14.61,24500.0,910000.0,1100000.0,20.88,580.0,590000.0,445.0,12.0,13.3,50.0,30.0
6290,1100000,2021-03-30,Ourimbah,3,5,3,667,House,3951,37180,0.1,197.9,61.95,,,,,,,,,,,
6291,1050000,2021-03-30,Tumbi Umbi,2,5,2,798,House,5108,32344,0.1,197.9,57.68,,,,,,,,,,,
6292,770000,2021-03-30,Guildford,1,3,1,543,House,22331,23140,0.1,197.9,20.47,22500.0,755000.0,900000.0,19.21,490.0,440000.0,390.0,12.0,15.6,45.0,30.0
6293,6137000,2021-03-31,Bronte,4,6,1,452,House,6733,65572,0.1,197.9,6.59,7000.0,3500000.0,4700000.0,34.29,1450.0,1200000.0,700.0,1.0,10.4,25.0,20.0
6294,5900000,2021-03-31,Balgowlah Heights,3,5,2,803,House,3342,59228,0.1,197.9,8.19,,,,,,,,,,,
6295,4750000,2021-03-31,Northbridge,2,4,2,670,House,6347,60060,0.1,197.9,6.03,6500.0,3000000.0,3500000.0,16.67,1200.0,1100000.0,675.0,0.0,15.4,35.0,15.0
6296,3600000,2021-03-31,Bondi,2,4,1,195,House,10045,57356,0.1,197.9,6.13,22000.0,2600000.0,3000000.0,15.38,1275.0,1100000.0,720.0,3.0,11.5,30.0,20.0
6297,3350000,2021-03-31,Cremorne,3,3,2,334,House,11227,68952,0.1,197.9,4.45,11500.0,2550000.0,3200000.0,25.49,1160.0,1100000.0,625.0,1.0,12.9,25.0,15.0
6298,2656000,2021-03-31,Greenhills Beach,2,5,2,727,House,792,59592,0.1,197.9,19.56,,,,,,,,,,,
6299,2300000,2021-03-31,Marrickville,2,4,1,320,House,26592,41236,0.1,197.9,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
6300,1850000,2021-03-31,Warrawee,3,5,3,923,House,2995,51636,0.1,197.9,17.2,3100.0,2400000.0,3200000.0,33.33,1000.0,955000.0,610.0,0.0,13.7,40.0,30.0
6301,1475000,2021-03-31,Wiley Park,2,4,2,578,House,10126,23036,0.1,197.9,14.66,10250.0,775000.0,930000.0,20.0,510.0,385000.0,355.0,3.0,15.4,35.0,30.0
6302,1460000,2021-03-31,St Huberts Island,2,4,2,575,House,1058,34632,0.1,197.9,42.95,,,,,,,,,,,
6303,1320000,2021-03-31,Miranda,2,4,4,795,House,15284,38272,0.1,197.9,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
6304,1314000,2021-03-31,Alfords Point,1,4,2,793,House,3109,43732,0.1,197.9,21.79,,,,,,,,,,,
6305,1290000,2021-03-31,Windsor,2,3,2,1214,House,1891,31824,0.1,197.9,45.7,2000.0,640000.0,740000.0,15.63,420.0,405000.0,330.0,7.0,8.4,85.0,55.0
6306,1248000,2021-03-31,Greenacre,3,5,4,544,House,24373,22672,0.1,197.9,14.61,24500.0,910000.0,1100000.0,20.88,580.0,590000.0,445.0,12.0,13.3,50.0,30.0
6307,1170000,2021-03-31,Miranda,2,2,2,569,House,15284,38272,0.1,197.9,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
6308,1115000,2021-03-31,Toukley,2,3,2,544,House,4550,25844,0.1,197.9,74.11,,,,,,,,,,,
6309,1050000,2021-03-31,Pagewood,2,2,2,132,Apartment,3805,38012,0.1,197.9,8.19,4000.0,1750000.0,2000000.0,14.29,820.0,950000.0,650.0,10.0,11.3,40.0,15.0
6310,1050000,2021-03-31,Lake Munmorah,2,4,3,556,House,5248,27092,0.1,197.9,81.81,,,,,,,,,,,
6311,4700000,2021-04-13,Greenwich,4,4,3,575,House,5613,62660,0.1,197.9,4.5,5750.0,2850000.0,3200000.0,12.28,1125.0,750000.0,560.0,1.0,13.8,35.0,20.0
6312,2650000,2021-04-13,Naremburn,2,3,0,304,House,5884,67184,0.1,197.9,5.36,6000.0,2100000.0,2600000.0,23.81,1000.0,1150000.0,630.0,3.0,12.3,25.0,10.0
6313,2500000,2021-04-13,West Hoxton,0,0,0,2464,Land,10012,36764,0.1,197.9,35.53,,,,,,,,,,,
